time_day,hour,generation_pv,consumption,surplus,grid consumption,use_power_pv1,use_power_grid1,battery_stat1,en_battery_grid1,en_battery_pv1,en_dump1 
14.0,8558.0,1202.8040059392004,7821.136845781234,0.0,1807.116816085233,1202.8040059392004,6618.3328398420335,1500.0,0.0,0.0,0.0
15.0,8559.0,701.1837901824001,5305.859236177988,0.0,1799.9402852659882,701.1837901824001,4604.675445995588,1500.0,0.0,0.0,0.0
16.0,8560.0,627.2428415232,4504.974823169991,0.0,1368.7606155539916,627.2428415232,3877.7319816467916,1500.0,0.0,0.0,0.0
17.0,8561.0,0.0,5018.04140025324,0.0,5018.04140025324,0.0,5018.04140025324,1500.0,0.0,0.0,0.0
18.0,8562.0,0.0,4617.599193749241,0.0,4617.599193749241,0.0,4617.599193749241,1500.0,0.0,0.0,0.0
19.0,8563.0,0.0,5618.704710009238,0.0,5618.704710009238,0.0,5618.704710009238,1500.0,0.0,0.0,0.0
20.0,8564.0,0.0,7308.070268697984,0.0,7308.070268697984,0.0,7308.070268697984,1500.0,0.0,0.0,0.0
21.0,8565.0,0.0,8634.535077742483,0.0,8634.535077742483,0.0,8634.535077742483,1500.0,0.0,0.0,0.0
22.0,8566.0,0.0,5618.704710009238,0.0,5618.704710009238,0.0,5618.704710009238,1500.0,0.0,0.0,0.0
23.0,8567.0,0.0,5981.605459653487,0.0,5981.605459653487,0.0,5981.605459653487,1500.0,0.0,0.0,0.0
24.0,8568.0,0.0,4329.78135782449,0.0,4329.78135782449,0.0,4329.78135782449,1500.0,0.0,0.0,0.0
1.0,8569.0,0.0,3403.7587552839927,0.0,3403.7587552839927,0.0,3403.7587552839927,1500.0,0.0,0.0,0.0
2.0,8570.0,0.0,2990.8027298267434,0.0,2990.8027298267434,0.0,2990.8027298267434,1500.0,0.0,0.0,0.0
3.0,8571.0,0.0,3178.5100141254934,0.0,3178.5100141254934,0.0,4578.510014125493,2900.0,1400.0,0.0,0.0
4.0,8572.0,0.0,2790.581626574744,0.0,2790.581626574744,0.0,4190.5816265747435,4300.0,1400.0,0.0,0.0
5.0,8573.0,0.0,2953.2612729669936,0.0,2953.2612729669936,0.0,153.2612729669936,1500.0,0.0,0.0,0.0
6.0,8574.0,0.0,2728.0125318084943,0.0,2728.0125318084943,0.0,2728.0125318084943,1500.0,0.0,0.0,0.0
